Year,SEX,REF_AREA,OCCUPATION,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2008,_T,Gaza Strip,ISCO08_7,2008,SL_EMP_EARN,NUMBER,
2009,_T,Gaza Strip,ISCO08_7,2009,SL_EMP_EARN,NUMBER,
2010,_T,Gaza Strip,ISCO08_7,2010,SL_EMP_EARN,NUMBER,
2011,_T,Gaza Strip,ISCO08_7,2011,SL_EMP_EARN,NUMBER,
2012,_T,Gaza Strip,ISCO08_7,2012,SL_EMP_EARN,NUMBER,
2013,_T,Gaza Strip,ISCO08_7,2013,SL_EMP_EARN,NUMBER,
2014,_T,Gaza Strip,ISCO08_7,2014,SL_EMP_EARN,NUMBER,
2015,_T,Gaza Strip,ISCO08_7,2015,SL_EMP_EARN,NUMBER,
2016,_T,Gaza Strip,ISCO08_7,2016,SL_EMP_EARN,NUMBER,
2017,_T,Gaza Strip,ISCO08_7,2017,SL_EMP_EARN,NUMBER,
2018,_T,Gaza Strip,ISCO08_7,2018,SL_EMP_EARN,NUMBER,
2000,_T,Gaza Strip,ISCO88_8,2000,SL_EMP_EARN,NUMBER,
2001,_T,Gaza Strip,ISCO88_8,2001,SL_EMP_EARN,NUMBER,
2002,_T,Gaza Strip,ISCO88_8,2002,SL_EMP_EARN,NUMBER,
2003,_T,Gaza Strip,ISCO88_8,2003,SL_EMP_EARN,NUMBER,
2004,_T,Gaza Strip,ISCO88_8,2004,SL_EMP_EARN,NUMBER,
2005,_T,Gaza Strip,ISCO88_8,2005,SL_EMP_EARN,NUMBER,
2006,_T,Gaza Strip,ISCO88_8,2006,SL_EMP_EARN,NUMBER,
2007,_T,Gaza Strip,ISCO88_8,2007,SL_EMP_EARN,NUMBER,
2008,_T,Gaza Strip,ISCO88_8,2008,SL_EMP_EARN,NUMBER,
2009,_T,Gaza Strip,ISCO88_8,2009,SL_EMP_EARN,NUMBER,
2010,_T,Gaza Strip,ISCO88_8,2010,SL_EMP_EARN,NUMBER,
2011,_T,Gaza Strip,ISCO88_8,2011,SL_EMP_EARN,NUMBER,
2012,_T,Gaza Strip,ISCO88_8,2012,SL_EMP_EARN,NUMBER,
2013,_T,Gaza Strip,ISCO88_8,2013,SL_EMP_EARN,NUMBER,
2014,_T,Gaza Strip,ISCO88_8,2014,SL_EMP_EARN,NUMBER,
2015,_T,Gaza Strip,ISCO88_8,2015,SL_EMP_EARN,NUMBER,
2016,_T,Gaza Strip,ISCO88_8,2016,SL_EMP_EARN,NUMBER,
2017,_T,Gaza Strip,ISCO88_8,2017,SL_EMP_EARN,NUMBER,
2018,_T,Gaza Strip,ISCO88_8,2018,SL_EMP_EARN,NUMBER,
2000,_T,Gaza Strip,ISCO08_9,2000,SL_EMP_EARN,NUMBER,
2001,_T,Gaza Strip,ISCO08_9,2001,SL_EMP_EARN,NUMBER,
2002,_T,Gaza Strip,ISCO08_9,2002,SL_EMP_EARN,NUMBER,
2003,_T,Gaza Strip,ISCO08_9,2003,SL_EMP_EARN,NUMBER,
2004,_T,Gaza Strip,ISCO08_9,2004,SL_EMP_EARN,NUMBER,
2005,_T,Gaza Strip,ISCO08_9,2005,SL_EMP_EARN,NUMBER,
2006,_T,Gaza Strip,ISCO08_9,2006,SL_EMP_EARN,NUMBER,
2007,_T,Gaza Strip,ISCO08_9,2007,SL_EMP_EARN,NUMBER,
2008,_T,Gaza Strip,ISCO08_9,2008,SL_EMP_EARN,NUMBER,
2009,_T,Gaza Strip,ISCO08_9,2009,SL_EMP_EARN,NUMBER,
2010,_T,Gaza Strip,ISCO08_9,2010,SL_EMP_EARN,NUMBER,
2011,_T,Gaza Strip,ISCO08_9,2011,SL_EMP_EARN,NUMBER,
2012,_T,Gaza Strip,ISCO08_9,2012,SL_EMP_EARN,NUMBER,
2013,_T,Gaza Strip,ISCO08_9,2013,SL_EMP_EARN,NUMBER,
2014,_T,Gaza Strip,ISCO08_9,2014,SL_EMP_EARN,NUMBER,
2015,_T,Gaza Strip,ISCO08_9,2015,SL_EMP_EARN,NUMBER,
2016,_T,Gaza Strip,ISCO08_9,2016,SL_EMP_EARN,NUMBER,
2017,_T,Gaza Strip,ISCO08_9,2017,SL_EMP_EARN,NUMBER,
2018,_T,Gaza Strip,ISCO08_9,2018,SL_EMP_EARN,NUMBER,
2000,_T,Gaza Strip,ISCO88_1,2000,SL_EMP_EARN,NUMBER,
2001,_T,Gaza Strip,ISCO88_1,2001,SL_EMP_EARN,NUMBER,
2002,_T,Gaza Strip,ISCO88_1,2002,SL_EMP_EARN,NUMBER,
2003,_T,Gaza Strip,ISCO88_1,2003,SL_EMP_EARN,NUMBER,
2004,_T,Gaza Strip,ISCO88_1,2004,SL_EMP_EARN,NUMBER,
2005,_T,Gaza Strip,ISCO88_1,2005,SL_EMP_EARN,NUMBER,
2006,_T,Gaza Strip,ISCO88_1,2006,SL_EMP_EARN,NUMBER,
2007,_T,Gaza Strip,ISCO88_1,2007,SL_EMP_EARN,NUMBER,
2008,_T,Gaza Strip,ISCO88_1,2008,SL_EMP_EARN,NUMBER,
2009,_T,Gaza Strip,ISCO88_1,2009,SL_EMP_EARN,NUMBER,
2010,_T,Gaza Strip,ISCO88_1,2010,SL_EMP_EARN,NUMBER,
2011,_T,Gaza Strip,ISCO88_1,2011,SL_EMP_EARN,NUMBER,
2012,_T,Gaza Strip,ISCO88_1,2012,SL_EMP_EARN,NUMBER,
2013,_T,Gaza Strip,ISCO88_1,2013,SL_EMP_EARN,NUMBER,
2014,_T,Gaza Strip,ISCO88_1,2014,SL_EMP_EARN,NUMBER,
2015,_T,Gaza Strip,ISCO88_1,2015,SL_EMP_EARN,NUMBER,
2016,_T,Gaza Strip,ISCO88_1,2016,SL_EMP_EARN,NUMBER,
2017,_T,Gaza Strip,ISCO88_1,2017,SL_EMP_EARN,NUMBER,
2018,_T,Gaza Strip,ISCO88_1,2018,SL_EMP_EARN,NUMBER,
2000,_T,PS,_T,2000,SL_EMP_EARN,NUMBER,76.6
2001,_T,PS,_T,2001,SL_EMP_EARN,NUMBER,71.9
2002,_T,PS,_T,2002,SL_EMP_EARN,NUMBER,72.6
2003,_T,PS,_T,2003,SL_EMP_EARN,NUMBER,72.2
2004,_T,PS,_T,2004,SL_EMP_EARN,NUMBER,73.8
2005,_T,PS,_T,2005,SL_EMP_EARN,NUMBER,77.0
2006,_T,PS,_T,2006,SL_EMP_EARN,NUMBER,81.5
2007,_T,PS,_T,2007,SL_EMP_EARN,NUMBER,81.9
2008,_T,PS,_T,2008,SL_EMP_EARN,NUMBER,87.6
2009,_T,PS,_T,2009,SL_EMP_EARN,NUMBER,91.1
2010,_T,PS,_T,2010,SL_EMP_EARN,NUMBER,91.8
2011,_T,PS,_T,2011,SL_EMP_EARN,NUMBER,91.7
2012,_T,PS,_T,2012,SL_EMP_EARN,NUMBER,92.9
2013,_T,PS,_T,2013,SL_EMP_EARN,NUMBER,97.2
2014,_T,PS,_T,2014,SL_EMP_EARN,NUMBER,101.8
2015,_T,PS,_T,2015,SL_EMP_EARN,NUMBER,103.7
2016,_T,PS,_T,2016,SL_EMP_EARN,NUMBER,109.0
2017,_T,PS,_T,2017,SL_EMP_EARN,NUMBER,113.7
2018,_T,PS,_T,2018,SL_EMP_EARN,NUMBER,123.0
2000,_T,PS,ISCO08_3,2000,SL_EMP_EARN,NUMBER,71.9
2001,_T,PS,ISCO08_3,2001,SL_EMP_EARN,NUMBER,72.2
2002,_T,PS,ISCO08_3,2002,SL_EMP_EARN,NUMBER,73.4
2003,_T,PS,ISCO08_3,2003,SL_EMP_EARN,NUMBER,74.8
2004,_T,PS,ISCO08_3,2004,SL_EMP_EARN,NUMBER,78.5
2005,_T,PS,ISCO08_3,2005,SL_EMP_EARN,NUMBER,82.5
2006,_T,PS,ISCO08_3,2006,SL_EMP_EARN,NUMBER,90.3
2007,_T,PS,ISCO08_3,2007,SL_EMP_EARN,NUMBER,88.4
2008,_T,PS,ISCO08_3,2008,SL_EMP_EARN,NUMBER,89.63
2009,_T,PS,ISCO08_3,2009,SL_EMP_EARN,NUMBER,94.54
2010,_T,PS,ISCO08_3,2010,SL_EMP_EARN,NUMBER,95.15
2011,_T,PS,ISCO08_3,2011,SL_EMP_EARN,NUMBER,98.21
2012,_T,PS,ISCO08_3,2012,SL_EMP_EARN,NUMBER,98.56
2013,_T,PS,ISCO08_3,2013,SL_EMP_EARN,NUMBER,98.2
2014,_T,PS,ISCO08_3,2014,SL_EMP_EARN,NUMBER,98.97
2015,_T,PS,ISCO08_3,2015,SL_EMP_EARN,NUMBER,102.66
2016,_T,PS,ISCO08_3,2016,SL_EMP_EARN,NUMBER,104.57
2017,_T,PS,ISCO08_3,2017,SL_EMP_EARN,NUMBER,107.71
2018,_T,PS,ISCO08_3,2018,SL_EMP_EARN,NUMBER,112.78
2000,_T,PS,ISCO08_5,2000,SL_EMP_EARN,NUMBER,57.9
2001,_T,PS,ISCO08_5,2001,SL_EMP_EARN,NUMBER,54.4
2002,_T,PS,ISCO08_5,2002,SL_EMP_EARN,NUMBER,54.6
2003,_T,PS,ISCO08_5,2003,SL_EMP_EARN,NUMBER,55.0
2004,_T,PS,ISCO08_5,2004,SL_EMP_EARN,NUMBER,54.8
2005,_T,PS,ISCO08_5,2005,SL_EMP_EARN,NUMBER,59.5
2006,_T,PS,ISCO08_5,2006,SL_EMP_EARN,NUMBER,66.9
2007,_T,PS,ISCO08_5,2007,SL_EMP_EARN,NUMBER,66.1
2008,_T,PS,ISCO08_5,2008,SL_EMP_EARN,NUMBER,70.72
2009,_T,PS,ISCO08_5,2009,SL_EMP_EARN,NUMBER,68.97
2010,_T,PS,ISCO08_5,2010,SL_EMP_EARN,NUMBER,71.88
2011,_T,PS,ISCO08_5,2011,SL_EMP_EARN,NUMBER,68.73
2012,_T,PS,ISCO08_5,2012,SL_EMP_EARN,NUMBER,67.3
2013,_T,PS,ISCO08_5,2013,SL_EMP_EARN,NUMBER,69.59
2014,_T,PS,ISCO08_5,2014,SL_EMP_EARN,NUMBER,69.55
2015,_T,PS,ISCO08_5,2015,SL_EMP_EARN,NUMBER,69.06
2016,_T,PS,ISCO08_5,2016,SL_EMP_EARN,NUMBER,71.23
2017,_T,PS,ISCO08_5,2017,SL_EMP_EARN,NUMBER,74.65
2018,_T,PS,ISCO08_5,2018,SL_EMP_EARN,NUMBER,79.2
2000,_T,PS,ISCO08_6,2000,SL_EMP_EARN,NUMBER,68.1
2001,_T,PS,ISCO08_6,2001,SL_EMP_EARN,NUMBER,55.0
2002,_T,PS,ISCO08_6,2002,SL_EMP_EARN,NUMBER,58.5
2003,_T,PS,ISCO08_6,2003,SL_EMP_EARN,NUMBER,45.3
2004,_T,PS,ISCO08_6,2004,SL_EMP_EARN,NUMBER,48.0
2005,_T,PS,ISCO08_6,2005,SL_EMP_EARN,NUMBER,50.1
2006,_T,PS,ISCO08_6,2006,SL_EMP_EARN,NUMBER,50.8
2007,_T,PS,ISCO08_6,2007,SL_EMP_EARN,NUMBER,54.7
2008,_T,PS,ISCO08_6,2008,SL_EMP_EARN,NUMBER,54.54
2009,_T,PS,ISCO08_6,2009,SL_EMP_EARN,NUMBER,65.17
2010,_T,PS,ISCO08_6,2010,SL_EMP_EARN,NUMBER,64.2
2011,_T,PS,ISCO08_6,2011,SL_EMP_EARN,NUMBER,68.7
2012,_T,PS,ISCO08_6,2012,SL_EMP_EARN,NUMBER,70.4
2013,_T,PS,ISCO08_6,2013,SL_EMP_EARN,NUMBER,99.88
2014,_T,PS,ISCO08_6,2014,SL_EMP_EARN,NUMBER,82.36
2015,_T,PS,ISCO08_6,2015,SL_EMP_EARN,NUMBER,116.24
2016,_T,PS,ISCO08_6,2016,SL_EMP_EARN,NUMBER,99.06
2017,_T,PS,ISCO08_6,2017,SL_EMP_EARN,NUMBER,92.87
2018,_T,PS,ISCO08_6,2018,SL_EMP_EARN,NUMBER,81.47
2000,_T,PS,ISCO08_7,2000,SL_EMP_EARN,NUMBER,89.8
2001,_T,PS,ISCO08_7,2001,SL_EMP_EARN,NUMBER,82.4
2002,_T,PS,ISCO08_7,2002,SL_EMP_EARN,NUMBER,85.1
2003,_T,PS,ISCO08_7,2003,SL_EMP_EARN,NUMBER,83.5
2004,_T,PS,ISCO08_7,2004,SL_EMP_EARN,NUMBER,80.4
2005,_T,PS,ISCO08_7,2005,SL_EMP_EARN,NUMBER,87.5
2006,_T,PS,ISCO08_7,2006,SL_EMP_EARN,NUMBER,91.7
2007,_T,PS,ISCO08_7,2007,SL_EMP_EARN,NUMBER,90.3
2008,_T,PS,ISCO08_7,2008,SL_EMP_EARN,NUMBER,103.19
2009,_T,PS,ISCO08_7,2009,SL_EMP_EARN,NUMBER,103.2
2010,_T,PS,ISCO08_7,2010,SL_EMP_EARN,NUMBER,105.59
2011,_T,PS,ISCO08_7,2011,SL_EMP_EARN,NUMBER,104.75
2012,_T,PS,ISCO08_7,2012,SL_EMP_EARN,NUMBER,111.25
2013,_T,PS,ISCO08_7,2013,SL_EMP_EARN,NUMBER,130.49
2014,_T,PS,ISCO08_7,2014,SL_EMP_EARN,NUMBER,141.95
2015,_T,PS,ISCO08_7,2015,SL_EMP_EARN,NUMBER,144.27
2016,_T,PS,ISCO08_7,2016,SL_EMP_EARN,NUMBER,156.63
2017,_T,PS,ISCO08_7,2017,SL_EMP_EARN,NUMBER,167.9
2018,_T,PS,ISCO08_7,2018,SL_EMP_EARN,NUMBER,182.24
2000,_T,PS,ISCO88_8,2000,SL_EMP_EARN,NUMBER,77.4
2001,_T,PS,ISCO88_8,2001,SL_EMP_EARN,NUMBER,70.7
2002,_T,PS,ISCO88_8,2002,SL_EMP_EARN,NUMBER,72.4
2003,_T,PS,ISCO88_8,2003,SL_EMP_EARN,NUMBER,70.4
2004,_T,PS,ISCO88_8,2004,SL_EMP_EARN,NUMBER,74.5
2005,_T,PS,ISCO88_8,2005,SL_EMP_EARN,NUMBER,78.2
2006,_T,PS,ISCO88_8,2006,SL_EMP_EARN,NUMBER,77.8
2007,_T,PS,ISCO88_8,2007,SL_EMP_EARN,NUMBER,75.4
2008,_T,PS,ISCO88_8,2008,SL_EMP_EARN,NUMBER,82.97
2009,_T,PS,ISCO88_8,2009,SL_EMP_EARN,NUMBER,88.51
2010,_T,PS,ISCO88_8,2010,SL_EMP_EARN,NUMBER,91.96
2011,_T,PS,ISCO88_8,2011,SL_EMP_EARN,NUMBER,94.74
2012,_T,PS,ISCO88_8,2012,SL_EMP_EARN,NUMBER,85.18
2013,_T,PS,ISCO88_8,2013,SL_EMP_EARN,NUMBER,85.78
2014,_T,PS,ISCO88_8,2014,SL_EMP_EARN,NUMBER,85.99
2015,_T,PS,ISCO88_8,2015,SL_EMP_EARN,NUMBER,82.61
2016,_T,PS,ISCO88_8,2016,SL_EMP_EARN,NUMBER,86.91
2017,_T,PS,ISCO88_8,2017,SL_EMP_EARN,NUMBER,94.76
2018,_T,PS,ISCO88_8,2018,SL_EMP_EARN,NUMBER,102.11
2000,_T,PS,ISCO08_9,2000,SL_EMP_EARN,NUMBER,76.1
2001,_T,PS,ISCO08_9,2001,SL_EMP_EARN,NUMBER,70.4
2002,_T,PS,ISCO08_9,2002,SL_EMP_EARN,NUMBER,66.3
2003,_T,PS,ISCO08_9,2003,SL_EMP_EARN,NUMBER,62.3
2004,_T,PS,ISCO08_9,2004,SL_EMP_EARN,NUMBER,64.7
2005,_T,PS,ISCO08_9,2005,SL_EMP_EARN,NUMBER,66.7
2006,_T,PS,ISCO08_9,2006,SL_EMP_EARN,NUMBER,68.8
2007,_T,PS,ISCO08_9,2007,SL_EMP_EARN,NUMBER,73.3
2008,_T,PS,ISCO08_9,2008,SL_EMP_EARN,NUMBER,79.96
2009,_T,PS,ISCO08_9,2009,SL_EMP_EARN,NUMBER,84.68
2010,_T,PS,ISCO08_9,2010,SL_EMP_EARN,NUMBER,82.58
2011,_T,PS,ISCO08_9,2011,SL_EMP_EARN,NUMBER,81.34
2012,_T,PS,ISCO08_9,2012,SL_EMP_EARN,NUMBER,80.53
2013,_T,PS,ISCO08_9,2013,SL_EMP_EARN,NUMBER,81.7
2014,_T,PS,ISCO08_9,2014,SL_EMP_EARN,NUMBER,90.9
2015,_T,PS,ISCO08_9,2015,SL_EMP_EARN,NUMBER,93.01
2016,_T,PS,ISCO08_9,2016,SL_EMP_EARN,NUMBER,98.16
2017,_T,PS,ISCO08_9,2017,SL_EMP_EARN,NUMBER,101.49
2018,_T,PS,ISCO08_9,2018,SL_EMP_EARN,NUMBER,114.66
2000,_T,PS,ISCO88_1,2000,SL_EMP_EARN,NUMBER,119.4
2001,_T,PS,ISCO88_1,2001,SL_EMP_EARN,NUMBER,112.4
2002,_T,PS,ISCO88_1,2002,SL_EMP_EARN,NUMBER,126.7
2003,_T,PS,ISCO88_1,2003,SL_EMP_EARN,NUMBER,127.3
2004,_T,PS,ISCO88_1,2004,SL_EMP_EARN,NUMBER,134.7
2005,_T,PS,ISCO88_1,2005,SL_EMP_EARN,NUMBER,132.5
2006,_T,PS,ISCO88_1,2006,SL_EMP_EARN,NUMBER,134.1
2007,_T,PS,ISCO88_1,2007,SL_EMP_EARN,NUMBER,140.1
2008,_T,PS,ISCO88_1,2008,SL_EMP_EARN,NUMBER,149.01
2009,_T,PS,ISCO88_1,2009,SL_EMP_EARN,NUMBER,150.07
2010,_T,PS,ISCO88_1,2010,SL_EMP_EARN,NUMBER,157.3
2011,_T,PS,ISCO88_1,2011,SL_EMP_EARN,NUMBER,157.71
2012,_T,PS,ISCO88_1,2012,SL_EMP_EARN,NUMBER,160.12
2013,_T,PS,ISCO88_1,2013,SL_EMP_EARN,NUMBER,158.07
2014,_T,PS,ISCO88_1,2014,SL_EMP_EARN,NUMBER,179.2
2015,_T,PS,ISCO88_1,2015,SL_EMP_EARN,NUMBER,176.56
2016,_T,PS,ISCO88_1,2016,SL_EMP_EARN,NUMBER,177.7
2017,_T,PS,ISCO88_1,2017,SL_EMP_EARN,NUMBER,181.45
2018,_T,PS,ISCO88_1,2018,SL_EMP_EARN,NUMBER,185.95
